# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TMEM138	TMEM138	NM_001330281.2	protein_coding	0	0	0	25	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	6
TMEM138	TMEM138	NM_016464.5	protein_coding	0	0	0	25	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	6
TMEM138	TMEM138	NR_028473.2		0	0	0	25	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	6
TMEM151A	TMEM151A	NM_153266.4	protein_coding	0	3	1	31	4	0	0	0	0	0	0	11	0	7	1	0	0	0	0	0	0	0	0	0	3	9
TMEM179B	TMEM179B	NM_001363599.1	protein_coding	0	0	0	16	1	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	4
TMEM179B	TMEM179B	NM_001363600.1	protein_coding	0	0	0	16	1	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	4
TMEM179B	TMEM179B	NM_001363601.1	protein_coding	0	0	0	16	1	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	4
TMEM179B	TMEM179B	NM_199337.3	protein_coding	0	0	0	16	1	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	4
TMEM216	TMEM216	NM_001173990.3	protein_coding	1	2	0	20	2	0	0	0	0	0	0	9	0	6	0	0	0	1	0	1	0	0	0	0	2	4
TMEM216	TMEM216	NM_001173991.2	protein_coding	1	2	1	19	3	0	0	0	0	0	0	8	0	5	1	0	0	1	0	1	0	0	0	0	2	4
TMEM216	TMEM216	NM_001330285.1	protein_coding	1	2	0	21	3	0	1	0	0	0	0	8	0	6	0	0	0	1	0	1	0	0	0	0	1	4
TMEM216	TMEM216	NM_016499.5	protein_coding	1	2	1	20	3	0	1	0	0	0	0	8	0	5	1	0	0	1	0	1	0	0	0	0	1	4
TMEM218	TMEM218	NM_001080546.3	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258238.2	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258239.2	protein_coding	0	0	1	97	16	0	1	0	0	0	0	15	0	47	1	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258240.2	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258241.2	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258242.2	protein_coding	0	0	1	97	16	0	1	0	0	0	0	15	0	47	1	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258243.2	protein_coding	0	0	1	97	16	0	1	0	0	0	0	15	0	47	1	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258244.2	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258245.2	protein_coding	0	0	0	98	16	0	2	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258246.2	protein_coding	0	0	1	97	16	0	1	0	0	0	0	15	0	47	1	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NM_001258247.2	protein_coding	0	0	0	98	16	0	1	0	0	0	0	15	0	48	0	0	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047586.2		0	0	0	98	0	0	0	0	0	0	0	15	0	47	0	18	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047587.2		0	0	0	98	0	0	0	0	0	0	0	15	0	49	0	16	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047588.2		0	0	0	98	0	0	0	0	0	0	0	15	0	47	0	18	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047589.2		0	0	0	98	0	0	0	0	0	0	0	15	0	48	0	17	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047590.2		0	0	0	98	0	0	0	0	0	0	0	15	0	47	0	18	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047591.2		0	0	0	98	0	0	0	0	0	0	0	15	0	48	0	17	0	0	0	0	0	0	0	0	0	18
TMEM218	TMEM218	NR_047592.2		0	0	0	98	0	0	0	0	0	0	0	15	0	47	0	18	0	0	0	0	0	0	0	0	0	18
TMEM223	TMEM223	NM_001080501.3	protein_coding	0	0	3	14	1	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	7
TMEM225	TMEM225	NM_001013743.3	protein_coding	0	0	2	45	2	0	0	0	0	0	0	13	0	16	2	0	0	0	0	0	0	0	0	0	0	14
TMEM225	TMEM225	NM_001363605.2	protein_coding	0	0	2	45	2	0	0	0	0	0	0	13	0	16	2	0	0	0	0	0	0	0	0	0	0	14
TMEM25	TMEM25	NM_001144034.1	protein_coding	0	2	1	24	10	0	0	0	0	0	0	7	0	3	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_001144035.1	protein_coding	0	2	1	24	10	0	0	0	0	0	0	7	0	3	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_001144036.1	protein_coding	0	1	1	25	10	0	0	0	0	0	0	7	0	4	1	0	0	0	0	1	0	0	0	0	1	4
TMEM25	TMEM25	NM_001144037.1	protein_coding	0	2	1	41	0	0	0	0	0	0	0	5	0	32	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_001144038.1	protein_coding	0	2	1	41	0	0	0	0	0	0	0	5	0	32	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_001318755.1	protein_coding	0	2	1	24	0	0	0	0	0	0	0	7	0	13	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_001318757.1	protein_coding	0	2	1	24	10	0	0	0	0	0	0	7	0	3	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NM_032780.4	protein_coding	0	2	1	24	10	0	0	0	0	0	0	7	0	3	1	0	0	0	0	1	0	0	0	0	2	4
TMEM25	TMEM25	NR_134852.1		0	1	0	26	0	0	0	0	0	0	0	7	0	4	0	12	0	0	0	1	0	0	0	0	0	4
TMEM258	TMEM258	NM_014206.4	protein_coding	0	1	0	19	1	1	2	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	5
TMEM262	TMEM262	NM_001242631.2	protein_coding	0	1	2	18	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	0	0	0	0	1	9
TMEM262	TMEM262	NM_001282448.1	protein_coding	0	1	2	18	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	0	0	0	0	1	9
TMEM41B	TMEM41B	NM_001165030.3	protein_coding	0	1	0	93	3	0	4	0	0	0	0	19	0	55	0	0	0	0	0	1	0	0	0	0	0	13
TMEM41B	TMEM41B	NM_015012.4	protein_coding	0	2	0	145	10	0	4	0	0	0	0	6	0	114	0	0	0	0	0	2	0	0	0	0	0	13
TMEM41B	TMEM41B	NR_028491.3		0	2	0	145	0	0	0	0	0	0	0	6	0	121	0	7	0	0	0	2	0	0	0	0	0	13
TMEM45B	TMEM45B	NM_001331210.1	protein_coding	0	2	1	166	3	0	0	0	0	0	0	14	0	136	1	0	0	0	0	2	0	0	0	0	2	13
TMEM45B	TMEM45B	NM_001331211.1	protein_coding	0	2	1	166	3	0	0	0	0	0	0	14	0	136	1	0	0	0	0	2	0	0	0	0	2	13
TMEM45B	TMEM45B	NM_001331212.1	protein_coding	0	2	1	166	3	0	0	0	0	0	0	14	0	136	1	0	0	0	0	2	0	0	0	0	2	13
TMEM45B	TMEM45B	NM_138788.5	protein_coding	0	2	1	166	7	0	0	0	0	0	0	11	0	136	1	0	0	0	0	2	0	0	0	0	2	12
TMEM80	TMEM80	NM_001042463.2	protein_coding	0	0	2	64	1	0	0	0	0	0	0	12	0	33	2	0	0	0	0	0	0	0	0	0	0	18
TMEM80	TMEM80	NM_001276253.1	protein_coding	0	0	1	65	0	0	0	0	0	0	0	12	0	35	1	0	0	0	0	0	0	0	0	0	0	18
TMEM80	TMEM80	NM_001276274.1	protein_coding	1	1	2	65	3	0	0	0	0	0	0	10	1	34	2	0	0	0	0	0	0	0	0	0	1	18
TMEM80	TMEM80	NM_174940.3	protein_coding	0	0	2	64	1	0	0	0	0	0	0	12	0	33	2	0	0	0	0	0	0	0	0	0	0	18
TMEM86A	TMEM86A	NM_153347.3	protein_coding	0	0	1	44	3	0	0	0	0	0	0	12	0	11	1	0	0	0	0	0	0	0	0	0	0	18
TMEM9B	TMEM9B	NM_001286094.1	protein_coding	0	0	0	83	5	0	4	0	0	0	0	16	0	45	0	0	0	0	0	0	0	0	0	0	0	13
TMEM9B	TMEM9B	NM_001286095.1	protein_coding	0	0	0	83	5	0	1	0	0	0	0	16	0	48	0	0	0	0	0	0	0	0	0	0	0	13
TMEM9B	TMEM9B	NM_020644.3	protein_coding	0	1	0	81	5	0	1	0	0	0	0	16	0	45	0	0	0	0	0	0	0	0	0	0	1	14
TMEM9B-AS1	TMEM9B-AS1	NR_073431.1		0	0	0	58	0	0	0	0	0	0	0	11	0	32	0	0	0	0	0	0	0	0	0	0	0	15
TMPRSS13	TMPRSS13	NM_001077263.3	protein_coding	0	4	3	184	8	0	2	0	0	1	0	13	0	131	2	0	0	0	0	0	0	0	0	1	3	30
TMPRSS13	TMPRSS13	NM_001206789.2	protein_coding	0	4	3	184	8	0	2	0	0	1	0	13	0	131	2	0	0	0	0	0	0	0	0	1	3	30
TMPRSS13	TMPRSS13	NM_001206790.1	protein_coding	0	2	3	163	3	0	2	0	0	1	0	32	0	96	2	0	0	0	0	0	0	0	0	0	2	30
TMPRSS13	TMPRSS13	NM_001244995.2	protein_coding	0	3	3	180	3	0	2	0	0	1	0	19	0	126	2	0	0	0	0	0	0	0	0	0	3	30
TMPRSS4	TMPRSS4	NM_001083947.1	protein_coding	1	2	1	200	12	0	0	0	0	0	0	15	0	156	1	0	0	1	0	1	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NM_001173551.1	protein_coding	0	3	1	200	12	0	0	0	0	0	0	15	0	156	1	0	0	0	0	2	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NM_001173552.1	protein_coding	0	3	1	200	12	0	0	0	0	0	0	15	0	156	1	0	0	0	0	2	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NM_001290094.1	protein_coding	0	3	1	200	12	0	0	0	0	0	0	15	0	156	1	0	0	0	0	2	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NM_001290096.1	protein_coding	0	3	1	200	12	0	0	0	0	0	0	15	0	156	1	0	0	0	0	2	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NM_019894.4	protein_coding	1	2	1	207	20	0	0	0	0	0	0	14	0	156	1	0	0	1	0	1	0	0	0	0	1	19
TMPRSS4	TMPRSS4	NR_110734.1		0	2	0	202	0	0	0	0	0	0	0	15	0	156	0	14	0	0	0	2	0	0	0	0	0	19
TMPRSS5	TMPRSS5	NM_001288749.2	protein_coding	0	2	3	77	1	0	1	0	0	0	0	11	0	52	3	0	0	0	0	0	0	0	0	0	2	12
TMPRSS5	TMPRSS5	NM_001288750.2	protein_coding	0	3	3	76	1	0	1	0	0	0	0	11	0	51	3	0	0	0	0	0	0	0	0	0	3	12
TMPRSS5	TMPRSS5	NM_001288751.1	protein_coding	0	4	3	75	1	0	2	0	0	0	0	11	0	49	3	0	0	0	0	0	0	0	0	0	4	12
TMPRSS5	TMPRSS5	NM_001288752.2	protein_coding	0	4	4	74	1	0	0	0	0	0	0	11	0	50	4	0	0	0	0	0	0	0	0	0	4	12
TMPRSS5	TMPRSS5	NM_030770.4	protein_coding	0	5	4	73	1	0	0	0	0	0	0	11	0	49	4	0	0	0	0	0	0	0	0	0	5	12
TMPRSS5	TMPRSS5	NR_110046.2		0	0	0	82	0	0	0	0	0	0	0	11	0	53	0	6	0	0	0	0	0	0	0	0	0	12
TMPRSS5	TMPRSS5	NR_110047.2		0	0	0	82	0	0	0	0	0	0	0	11	0	54	0	5	0	0	0	0	0	0	0	0	0	12
TMX2	TMX2	NM_001144012.2	protein_coding	0	1	0	65	1	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	1	11
TMX2	TMX2	NM_001347890.1	protein_coding	0	1	0	65	1	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	1	11
TMX2	TMX2	NM_001347891.1	protein_coding	0	1	0	65	1	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	1	11
TMX2	TMX2	NM_001347892.1	protein_coding	0	1	0	66	1	1	1	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NM_001347893.1	protein_coding	0	1	0	66	1	1	1	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NM_001347894.1	protein_coding	0	1	0	66	1	1	1	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NM_001347895.1	protein_coding	0	1	0	66	1	1	1	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NM_001347896.1	protein_coding	0	1	0	66	1	1	1	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NM_001347898.1	protein_coding	0	1	0	65	1	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	1	11
TMX2	TMX2	NM_015959.4	protein_coding	0	1	0	65	1	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	1	11
TMX2	TMX2	NR_037645.1		0	0	0	66	0	0	0	0	0	0	0	10	0	43	0	2	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NR_144933.1		0	0	0	66	0	0	0	0	0	0	0	10	0	43	0	2	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NR_144934.1		0	0	0	66	0	0	0	0	0	0	0	10	0	43	0	2	0	0	0	0	0	0	0	0	0	11
TMX2	TMX2	NR_144935.1		0	0	0	66	0	0	0	0	0	0	0	10	0	43	0	2	0	0	0	0	0	0	0	0	0	11
TMX2-CTNND1	TMX2-CTNND1	NR_037646.1		0	1	0	215	0	0	0	0	0	0	0	6	0	189	0	10	0	0	0	1	0	0	0	0	0	11
TNKS1BP1	TNKS1BP1	NM_033396.3	protein_coding	0	7	16	75	0	0	0	0	0	0	0	10	0	52	16	0	0	0	0	1	0	0	0	0	6	14
TNNI2	TNNI2	NM_001145829.2	protein_coding	0	1	0	44	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	1	0	0	0	0	1	27
TNNI2	TNNI2	NM_001145841.2	protein_coding	0	1	0	42	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	1	0	0	0	0	1	26
TNNI2	TNNI2	NM_003282.4	protein_coding	0	1	0	44	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	1	0	0	0	0	1	24
TNNT3	TNNT3	NM_001042780.3	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001042781.3	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001042782.3	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001297646.2	protein_coding	0	3	0	111	0	1	2	0	0	0	0	17	0	80	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001363561.2	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367842.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_001367843.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_001367844.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_001367845.1	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367846.1	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367847.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_001367848.1	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367849.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_001367850.1	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367851.1	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TNNT3	TNNT3	NM_001367852.1	protein_coding	0	2	0	101	0	0	1	0	0	0	0	17	0	64	0	0	0	0	0	0	0	0	0	0	2	19
TNNT3	TNNT3	NM_006757.4	protein_coding	0	2	0	111	0	0	0	0	0	0	0	17	0	82	0	0	0	0	0	0	0	0	0	0	2	12
TOLLIP	TOLLIP	NM_001318512.2	protein_coding	0	1	1	103	9	0	0	0	0	0	0	7	0	75	1	0	0	0	0	0	0	0	0	0	1	12
TOLLIP	TOLLIP	NM_001318514.1	protein_coding	0	1	1	90	9	0	0	0	0	0	0	7	0	58	1	0	0	0	0	0	0	0	0	0	1	16
TOLLIP	TOLLIP	NM_001318515.2	protein_coding	0	1	0	104	9	0	0	0	0	0	0	7	0	76	0	0	0	0	0	0	0	0	0	0	1	12
TOLLIP	TOLLIP	NM_001318516.2	protein_coding	0	1	1	103	9	0	0	0	0	0	0	7	0	75	1	0	0	0	0	0	0	0	0	0	1	12
TOLLIP	TOLLIP	NM_019009.4	protein_coding	0	1	1	103	9	0	0	0	0	0	0	7	0	75	1	0	0	0	0	0	0	0	0	0	1	12
TOLLIP-AS1	TOLLIP-AS1	NR_029409.1		0	0	0	23	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	11
TP53AIP1	TP53AIP1	NM_001195194.1	protein_coding	0	0	2	38	4	0	0	0	0	0	0	12	0	6	2	0	0	0	0	0	0	0	0	0	0	16
TP53AIP1	TP53AIP1	NM_001195195.1	protein_coding	0	0	0	69	1	0	1	0	0	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	27
TP53AIP1	TP53AIP1	NM_001251964.1	protein_coding	0	0	0	68	12	0	1	0	0	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	0	27
TP53AIP1	TP53AIP1	NM_022112.2	protein_coding	0	0	2	66	4	0	1	0	0	0	0	12	0	22	2	0	0	0	0	0	0	0	0	0	0	27
TP53I11	TP53I11	NM_001258320.2	protein_coding	0	3	0	83	6	0	2	0	0	0	0	16	0	46	0	0	0	0	0	2	0	0	0	0	2	14
TP53I11	TP53I11	NM_001258321.1	protein_coding	0	3	0	86	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	16
TP53I11	TP53I11	NM_001258322.1	protein_coding	0	3	0	86	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	16
TP53I11	TP53I11	NM_001258323.3	protein_coding	0	3	0	85	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	15
TP53I11	TP53I11	NM_001258324.1	protein_coding	0	3	0	86	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	16
TP53I11	TP53I11	NM_001318384.2	protein_coding	0	3	0	83	6	0	1	0	0	0	0	16	0	47	0	0	0	0	0	2	0	0	0	0	2	14
TP53I11	TP53I11	NM_001318385.1	protein_coding	0	3	0	86	6	0	1	0	0	0	0	16	0	48	0	0	0	0	0	2	0	0	0	0	2	16
TP53I11	TP53I11	NM_001318386.1	protein_coding	0	3	0	86	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	16
TP53I11	TP53I11	NM_001318387.2	protein_coding	0	2	0	86	6	0	0	0	0	0	0	16	0	50	0	0	0	0	0	1	0	0	0	0	1	15
TP53I11	TP53I11	NM_001318388.2	protein_coding	0	2	0	86	6	0	0	0	0	0	0	16	0	50	0	0	0	0	0	1	0	0	0	0	1	15
TP53I11	TP53I11	NM_001318389.2	protein_coding	0	3	0	86	6	0	1	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	1	15
TP53I11	TP53I11	NM_001318390.2	protein_coding	0	3	0	86	6	0	1	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	1	15
TP53I11	TP53I11	NM_006034.5	protein_coding	0	3	0	85	6	0	0	0	0	0	0	16	0	49	0	0	0	0	0	2	0	0	0	0	2	15
TP53I11	TP53I11	NR_134612.2		0	2	0	86	0	0	0	0	0	0	0	16	0	49	0	8	0	0	0	2	0	0	0	0	0	15
TPBGL	TPBGL	NM_001195528.2	protein_coding	0	0	0	12	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
TPCN2	TPCN2	NM_139075.4	protein_coding	0	8	6	246	13	0	0	0	0	0	0	23	0	201	6	0	0	0	0	5	0	0	0	0	5	12
TPH1	TPH1	NM_004179.3	protein_coding	0	1	0	83	4	0	0	0	0	0	0	8	0	61	0	0	0	0	0	1	0	0	0	0	0	11
TPP1	TPP1	NM_000391.4	protein_coding	0	5	1	37	3	0	0	0	0	0	0	13	0	14	1	0	0	0	0	3	0	0	0	0	2	10
TRAF6	TRAF6	NM_004620.4	protein_coding	0	0	0	65	17	0	1	0	0	0	0	6	0	31	0	0	0	0	0	0	0	0	0	0	0	10
TRAF6	TRAF6	NM_145803.3	protein_coding	0	0	0	65	17	0	1	0	0	0	0	6	0	31	0	0	0	0	0	0	0	0	0	0	0	10
TRAPPC4	TRAPPC4.2	NM_001318486.2	protein_coding	0	0	1	76	1	0	0	0	0	0	0	17	0	31	1	0	0	0	0	0	0	0	0	0	0	27
TRAPPC4	TRAPPC4.2	NM_001318488.2.2	protein_coding	0	1	0	76	1	0	0	0	0	0	0	17	0	31	0	0	0	0	0	0	0	0	0	0	1	27
TRAPPC4	TRAPPC4.2	NM_001318489.2.2	protein_coding	0	0	0	77	1	0	0	0	0	0	0	17	0	32	0	0	0	0	0	0	0	0	0	0	0	27
TRAPPC4	TRAPPC4.2	NM_001318490.2.2	protein_coding	0	0	0	77	1	0	0	0	0	0	0	17	0	32	0	0	0	0	0	0	0	0	0	0	0	27
TRAPPC4	TRAPPC4.2	NM_001318492.2.2	protein_coding	0	1	0	77	1	1	2	0	0	0	0	17	0	30	0	0	0	0	0	0	0	0	0	0	0	27
TRAPPC4	TRAPPC4.2	NM_001318494.2.2	protein_coding	0	0	0	77	1	0	0	0	0	0	0	17	0	32	0	0	0	0	0	0	0	0	0	0	0	27
TRAPPC4	TRAPPC4.2	NM_016146.6.2	protein_coding	0	1	0	76	1	0	0	0	0	0	0	17	0	31	0	0	0	0	0	0	0	0	0	0	1	27
TREH	TREH	NM_001301065.2	protein_coding	0	3	3	86	5	0	0	0	0	0	0	6	0	48	3	0	0	0	0	1	0	0	0	0	2	28
TREH	TREH	NM_007180.3	protein_coding	0	3	3	86	5	0	0	0	0	0	0	6	0	48	3	0	0	0	0	1	0	0	0	0	2	28
TRIM21	TRIM21	NM_003141.4	protein_coding	0	2	0	79	2	0	0	0	0	0	0	10	0	34	0	0	0	0	0	0	0	0	0	0	2	33
TRIM22	TRIM22	NM_001199573.2	protein_coding	0	3	5	130	4	0	0	0	0	0	0	11	0	99	5	0	0	0	0	0	0	0	0	0	3	16
TRIM22	TRIM22	NM_006074.5	protein_coding	0	3	5	130	4	0	0	0	0	0	0	11	0	99	5	0	0	0	0	0	0	0	0	0	3	16
TRIM29	TRIM29	NM_001330382.2	protein_coding	0	1	0	91	1	0	0	0	0	0	0	20	0	52	0	0	0	0	0	0	0	0	0	0	1	18
TRIM29	TRIM29	NM_012101.4	protein_coding	0	1	0	101	1	0	0	0	0	0	0	20	0	74	0	0	0	0	0	0	0	0	0	0	1	6
TRIM3	TRIM3	NM_001248006.1	protein_coding	0	4	0	79	1	0	3	0	0	0	0	14	0	53	0	0	0	0	0	0	0	0	0	0	4	8
TRIM3	TRIM3	NM_001248007.1	protein_coding	0	4	0	77	1	1	1	0	0	0	0	14	0	55	0	0	0	0	0	0	0	0	0	0	3	6
TRIM3	TRIM3	NM_006458.3	protein_coding	0	4	0	76	1	0	3	0	0	0	0	14	0	52	0	0	0	0	0	0	0	0	0	0	4	6
TRIM3	TRIM3	NM_033278.4	protein_coding	0	4	0	76	1	0	2	0	0	0	0	14	0	53	0	0	0	0	0	0	0	0	0	0	4	6
TRIM34	TRIM34	NM_001003827.1	protein_coding	0	1	3	135	3	0	0	0	0	0	0	20	0	84	3	0	0	0	0	0	0	0	0	0	1	28
TRIM34	TRIM34	NM_021616.6	protein_coding	0	1	3	107	3	0	0	0	0	0	0	20	0	71	3	0	0	0	0	0	0	0	0	0	1	13
TRIM34	TRIM34	NM_130390.2	protein_coding	0	0	1	77	0	0	0	0	0	0	0	30	0	31	1	0	0	0	0	0	0	0	0	0	0	16
TRIM44	TRIM44	NM_017583.6	protein_coding	0	0	0	212	26	0	0	0	0	0	0	11	0	172	0	0	0	0	0	0	0	0	0	0	0	3
TRIM48	TRIM48	NM_024114.5	protein_coding	0	3	4	47	3	0	0	0	0	0	0	10	0	26	4	0	0	0	0	3	0	0	0	0	1	10
TRIM49	TRIM49	NM_020358.2	protein_coding	0	0	2	14	0	0	0	0	0	0	0	2	0	8	2	0	0	0	0	0	0	0	0	0	0	4
TRIM49B	TRIM49B	NM_001206626.1	protein_coding	0	3	1	25	0	0	0	0	0	0	0	5	0	16	1	0	0	0	0	2	0	0	0	0	1	6
TRIM49C	TRIM49C	NM_001195234.1	protein_coding	0	0	3	4	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
